Client ID,Quarter,Month,Year,Monthly Points,Quarter Bonus 1,Quarter Bonus 2,Yearly Bonus 1
48,1,3,2020,0,11750,5000,0
54,1,3,2020,341,3788,3500,0
56,1,3,2020,73,0,0,0
58,1,3,2020,54,950,2500,0
64,1,3,2020,0,0,0,0
72,1,3,2020,0,0,0,0
83,1,3,2020,0,1894,3000,0
86,1,3,2020,141,1894,3000,0
87,1,3,2020,66,950,2500,0
89,1,3,2020,172,1894,3000,0
93,1,3,2020,178,1894,3000,0
101,1,3,2020,0,0,0,0
118,1,3,2020,0,0,0,0
130,1,3,2020,0,0,0,0
145,1,3,2020,0,6200,4000,0
152,1,3,2020,197,1894,3000,0
160,1,3,2020,348,3788,3500,0
162,1,3,2020,489,8875,4500,0
163,1,3,2020,263,1894,0,0
183,1,3,2020,1272,6200,4000,0
186,1,3,2020,113,1894,3000,0
192,1,3,2020,2230,11750,5000,0
199,1,3,2020,0,0,0,0
207,1,3,2020,0,0,0,0
266,1,3,2020,66,950,2500,0
289,1,3,2020,1606,8875,4500,0
291,1,3,2020,297,1894,3000,0
292,1,3,2020,0,1894,3000,0
299,1,3,2020,45,950,2500,0
300,1,3,2020,93,950,2500,0
301,1,3,2020,1567,6200,4000,0
303,1,3,2020,113,6200,4000,0
306,1,3,2020,1702,3788,3500,0
317,1,3,2020,0,6200,4000,0
323,1,3,2020,415,6200,4000,0
328,1,3,2020,1644,6200,4000,0
329,1,3,2020,0,8875,4500,0
335,1,3,2020,1771,11750,5000,0
336,1,3,2020,0,0,0,0
347,1,3,2020,0,0,0,0
350,1,3,2020,253,6200,4000,0
351,1,3,2020,0,0,0,0
361,1,3,2020,472,3788,3500,0
369,1,3,2020,156,1894,3000,0
371,1,3,2020,1096,6200,4000,0
381,1,3,2020,0,0,0,0
383,1,3,2020,292,1894,3000,0
384,1,3,2020,0,8875,4500,0
385,1,3,2020,0,0,0,0
388,1,3,2020,50,6200,4000,0
389,1,3,2020,0,0,0,0
392,1,3,2020,269,1894,3000,0
402,1,3,2020,0,11750,5000,0
403,1,3,2020,0,11750,5000,0
404,1,3,2020,0,0,0,0
420,1,3,2020,0,6200,4000,0
425,1,3,2020,0,0,0,0
429,1,3,2020,249,1894,3000,0
434,1,3,2020,707,3788,3500,0
451,1,3,2020,0,0,0,0
452,1,3,2020,997,6200,4000,0
453,1,3,2020,0,1894,3000,0
475,1,3,2020,0,950,2500,0
478,1,3,2020,177,1894,3000,0
485,1,3,2020,516,3788,3500,0
486,1,3,2020,318,3788,3500,0
492,1,3,2020,0,1894,3000,0
498,1,3,2020,0,6200,4000,0
505,1,3,2020,418,8875,4500,0
524,1,3,2020,0,1894,3000,0
533,1,3,2020,0,8875,0,0
549,1,3,2020,0,0,0,0
555,1,3,2020,453,3788,3500,0
563,1,3,2020,0,0,0,0
567,1,3,2020,0,0,0,0
579,1,3,2020,0,0,0,0
581,1,3,2020,0,0,0,0
584,1,3,2020,2854,6200,4000,0
592,1,3,2020,0,0,0,0
594,1,3,2020,0,0,0,0
597,1,3,2020,1433,8875,4500,0
598,1,3,2020,0,0,0,0
602,1,3,2020,4019,8875,4500,0
608,1,3,2020,249,1894,3000,0
614,1,3,2020,197,950,2500,0
621,1,3,2020,150,3788,3500,0
622,1,3,2020,279,3788,3500,0
624,1,3,2020,250,3788,3500,0
631,1,3,2020,219,0,0,0
634,1,3,2020,0,1894,3000,0
645,1,3,2020,193,1894,3000,0
646,1,3,2020,1590,11750,5000,0
647,1,3,2020,39,950,2500,0
648,1,3,2020,84,1894,3000,0
653,1,3,2020,0,0,0,0
658,1,3,2020,0,0,0,0
666,1,3,2020,2591,11750,5000,0
672,1,3,2020,1621,11750,5000,0
673,1,3,2020,0,3788,3500,0
675,1,3,2020,0,3788,0,0
678,1,3,2020,538,11750,5000,0
679,1,3,2020,0,6200,4000,0
690,1,3,2020,52,950,2500,0
693,1,3,2020,307,6200,4000,0
697,1,3,2020,0,0,0,0
698,1,3,2020,467,3788,3500,0
711,1,3,2020,1126,0,0,0
712,1,3,2020,627,6200,4000,0
717,1,3,2020,218,6200,4000,0
720,1,3,2020,399,6200,4000,0
722,1,3,2020,0,0,0,0
724,1,3,2020,2472,11750,5000,0
727,1,3,2020,94,1894,3000,0
729,1,3,2020,3266,11750,5000,0
730,1,3,2020,0,0,0,0
735,1,3,2020,0,0,0,0
739,1,3,2020,0,6200,4000,0
741,1,3,2020,579,8875,4500,0
742,1,3,2020,264,1894,3000,0
743,1,3,2020,248,1894,0,0
744,1,3,2020,324,1894,3000,0
745,1,3,2020,296,6200,4000,0
748,1,3,2020,0,1894,0,0
751,1,3,2020,0,0,0,0
753,1,3,2020,632,6200,4000,0
757,1,3,2020,0,950,2500,0
761,1,3,2020,320,8875,4500,0
762,1,3,2020,163,3788,3500,0
763,1,3,2020,0,1894,3000,0
764,1,3,2020,0,0,0,0
766,1,3,2020,0,0,0,0
767,1,3,2020,0,950,2500,0
774,1,3,2020,0,1894,3000,0
775,1,3,2020,393,3788,3500,0
776,1,3,2020,0,1894,3000,0
778,1,3,2020,0,950,2500,0
781,1,3,2020,175,1894,3000,0
795,1,3,2020,336,1894,3000,0
798,1,3,2020,546,1894,3000,0
802,1,3,2020,280,3788,3500,0
803,1,3,2020,75,950,2500,0
805,1,3,2020,120,950,2500,0
806,1,3,2020,0,0,0,0
811,1,3,2020,0,0,0,0
815,1,3,2020,0,0,0,0
816,1,3,2020,0,0,0,0
821,1,3,2020,0,6200,4000,0
822,1,3,2020,40,950,2500,0
826,1,3,2020,193,1894,3000,0
837,1,3,2020,0,950,0,0
848,1,3,2020,1350,6200,4000,0
850,1,3,2020,18,0,0,0
855,1,3,2020,81,950,2500,0
865,1,3,2020,0,0,0,0
867,1,3,2020,278,3788,3500,0
875,1,3,2020,248,1894,3000,0
879,1,3,2020,1529,6200,4000,0
883,1,3,2020,0,1894,0,0
884,1,3,2020,0,0,0,0
886,1,3,2020,0,6200,4000,0
888,1,3,2020,0,3788,3500,0
892,1,3,2020,0,950,2500,0
898,1,3,2020,143,0,0,0
903,1,3,2020,329,3788,3500,0
904,1,3,2020,0,0,0,0
907,1,3,2020,56,950,2500,0
908,1,3,2020,0,0,0,0
914,1,3,2020,141,950,2500,0
918,1,3,2020,0,3788,3500,0
919,1,3,2020,1241,0,0,0
923,1,3,2020,0,0,0,0
924,1,3,2020,170,1894,3000,0
925,1,3,2020,96,950,2500,0
927,1,3,2020,276,950,2500,0
929,1,3,2020,0,0,0,0
932,1,3,2020,1250,0,0,0
933,1,3,2020,0,1894,3000,0
939,1,3,2020,0,1894,3000,0
952,1,3,2020,852,6200,4000,0
954,1,3,2020,279,8875,4500,0
958,1,3,2020,0,0,0,0
959,1,3,2020,0,1894,3000,0
961,1,3,2020,0,3788,0,0
962,1,3,2020,207,1894,3000,0
969,1,3,2020,88,1894,3000,0
971,1,3,2020,284,950,2500,0
975,1,3,2020,1666,11750,5000,0
977,1,3,2020,0,0,0,0
978,1,3,2020,0,3788,3500,0
987,1,3,2020,0,0,0,0
989,1,3,2020,0,1894,3000,0
996,1,3,2020,417,1894,3000,0
999,1,3,2020,0,0,0,0
1000,1,3,2020,119,1894,3000,0
1005,1,3,2020,0,0,0,0
1006,1,3,2020,280,1894,3000,0
1008,1,3,2020,88,950,2500,0
1015,1,3,2020,125,1894,3000,0
1018,1,3,2020,78,950,2500,0
1019,1,3,2020,0,0,0,0
1022,1,3,2020,588,3788,3500,0
1026,1,3,2020,0,0,0,0
1027,1,3,2020,193,1894,3000,0
1028,1,3,2020,2197,8875,4500,0
1031,1,3,2020,0,1894,0,0
1032,1,3,2020,226,950,2500,0
1040,1,3,2020,0,0,0,0
1044,1,3,2020,0,1894,3000,0
1046,1,3,2020,193,950,2500,0
1054,1,3,2020,0,0,0,0
1056,1,3,2020,200,1894,3000,0
1057,1,3,2020,0,0,0,0
1060,1,3,2020,275,1894,3000,0
1064,1,3,2020,278,950,2500,0
1065,1,3,2020,518,1894,3000,0
1068,1,3,2020,0,0,0,0
1070,1,3,2020,0,950,0,0
1072,1,3,2020,51,950,2500,0
1074,1,3,2020,234,1894,3000,0
1085,1,3,2020,253,3788,3500,0
1090,1,3,2020,389,1894,3000,0
1091,1,3,2020,0,3788,0,0
1093,1,3,2020,0,0,0,0
1094,1,3,2020,0,1894,3000,0
1095,1,3,2020,0,950,2500,0
1096,1,3,2020,220,1894,3000,0
1097,1,3,2020,0,11750,0,0
1104,1,3,2020,445,1894,3000,0
1112,1,3,2020,0,950,2500,0
1113,1,3,2020,319,950,2500,0
1114,1,3,2020,0,950,0,0
1115,1,3,2020,0,0,0,0
1118,1,3,2020,0,1894,3000,0
1122,1,3,2020,144,0,0,0
1132,1,3,2020,59,950,2500,0
1136,1,3,2020,0,950,2500,0
1137,1,3,2020,392,950,2500,0
1138,1,3,2020,120,1894,3000,0
1140,1,3,2020,32,950,2500,0
1141,1,3,2020,179,1894,3000,0
1154,1,3,2020,0,3788,3500,0
1155,1,3,2020,237,1894,3000,0
1157,1,3,2020,203,1894,3000,0
1158,1,3,2020,0,0,0,0
1159,1,3,2020,0,950,2500,0
1161,1,3,2020,20,0,0,0
1162,1,3,2020,0,0,0,0
1169,1,3,2020,407,950,2500,0
1170,1,3,2020,241,950,2500,0
1175,1,3,2020,105,950,2500,0
1177,1,3,2020,104,950,2500,0
1180,1,3,2020,113,1894,3000,0
1183,1,3,2020,135,1894,3000,0
1186,1,3,2020,0,950,2500,0
1188,1,3,2020,205,1894,3000,0
1194,1,3,2020,0,950,2500,0
1196,1,3,2020,0,0,0,0
1199,1,3,2020,137,1894,3000,0
1200,1,3,2020,357,1894,3000,0
1201,1,3,2020,318,1894,0,0
1207,1,3,2020,0,0,0,0
1208,1,3,2020,75,950,2500,0
1209,1,3,2020,0,0,0,0
1210,1,3,2020,610,6200,4000,0
1212,1,3,2020,150,950,2500,0
1214,1,3,2020,0,0,0,0
1216,1,3,2020,4715,8875,4500,0
1217,1,3,2020,0,8875,4500,0
1218,1,3,2020,614,3788,3500,0
1222,1,3,2020,0,1894,3000,0
1223,1,3,2020,217,3788,3500,0
1228,1,3,2020,91,950,2500,0
1233,1,3,2020,0,950,2500,0
1234,1,3,2020,0,0,0,0
1235,1,3,2020,40,1894,3000,0
1237,1,3,2020,0,0,0,0
1238,1,3,2020,16,950,2500,0
1239,1,3,2020,224,0,0,0
1241,1,3,2020,22,1894,3000,0
1242,1,3,2020,0,0,0,0
1243,1,3,2020,0,1894,3000,0
1244,1,3,2020,0,11750,5000,0
1247,1,3,2020,0,1894,0,0
1248,1,3,2020,0,0,0,0
1250,1,3,2020,0,0,0,0
1251,1,3,2020,94,950,2500,0
1252,1,3,2020,0,950,2500,0
1253,1,3,2020,0,0,0,0
1255,1,3,2020,11,950,2500,0
1256,1,3,2020,0,0,0,0
1259,1,3,2020,0,1894,3000,0
1260,1,3,2020,0,0,0,0
1261,1,3,2020,145,1894,3000,0
1264,1,3,2020,0,1894,3000,0
1265,1,3,2020,92,950,2500,0
1267,1,3,2020,0,1894,3000,0
1268,1,3,2020,0,950,2500,0
1269,1,3,2020,0,0,0,0
1270,1,3,2020,0,950,2500,0
1273,1,3,2020,0,0,0,0
1274,1,3,2020,0,1894,3000,0
1275,1,3,2020,987,11750,5000,0
1277,1,3,2020,0,0,0,0
1278,1,3,2020,0,1894,0,0
1280,1,3,2020,0,950,0,0
1281,1,3,2020,28,950,2500,0
1282,1,3,2020,275,1894,3000,0
1283,1,3,2020,0,0,0,0
1284,1,3,2020,0,0,0,0
1286,1,3,2020,18,1894,3000,0
1288,1,3,2020,0,0,0,0
1289,1,3,2020,0,0,0,0
1290,1,3,2020,74,950,2500,0
1292,1,3,2020,92,950,2500,0
1294,1,3,2020,955,3788,3500,0
1296,1,3,2020,101,950,2500,0
1299,1,3,2020,0,0,0,0
1300,1,3,2020,0,0,0,0
1301,1,3,2020,0,0,0,0
1303,1,3,2020,3,0,0,0
1304,1,3,2020,0,0,0,0
1305,1,3,2020,15,950,2500,0
1306,1,3,2020,35,950,2500,0
1308,1,3,2020,242,1894,3000,0
1309,1,3,2020,0,950,2500,0
1310,1,3,2020,569,1894,3000,0
1311,1,3,2020,0,0,0,0
1312,1,3,2020,0,1894,0,0
1315,1,3,2020,68,1894,3000,0
1317,1,3,2020,255,1894,3000,0
1318,1,3,2020,98,0,0,0
1319,1,3,2020,0,11750,5000,0
1320,1,3,2020,0,0,0,0
1323,1,3,2020,777,6200,4000,0
1324,1,3,2020,0,0,0,0
1326,1,3,2020,0,0,0,0
1327,1,3,2020,75,3788,3500,0
1330,1,3,2020,0,0,0,0
1331,1,3,2020,0,0,0,0
1332,1,3,2020,0,0,0,0
1333,1,3,2020,254,950,2500,0
1335,1,3,2020,281,1894,3000,0
1336,1,3,2020,104,950,2500,0
1337,1,3,2020,392,1894,3000,0
1339,1,3,2020,92,950,2500,0
1341,1,3,2020,0,950,2500,0
1342,1,3,2020,0,1894,0,0
1343,1,3,2020,72,950,2500,0
1344,1,3,2020,34,950,0,0
1345,1,3,2020,5,950,2500,0
1346,1,3,2020,0,0,0,0
1347,1,3,2020,52,950,2500,0
1348,1,3,2020,0,950,2500,0
1349,1,3,2020,66,950,2500,0
1350,1,3,2020,310,3788,3500,0
1351,1,3,2020,0,0,0,0
1352,1,3,2020,699,0,0,0
1353,1,3,2020,0,0,0,0
1354,1,3,2020,77,0,0,0
1355,1,3,2020,22,0,0,0
1356,1,3,2020,66,0,0,0
1358,1,3,2020,7648,11750,5000,0
1360,1,3,2020,123,0,0,0
1361,1,3,2020,350,0,0,0
1362,1,3,2020,0,0,0,0
1364,1,3,2020,165,950,2500,0
1365,1,3,2020,121,0,0,0
1366,1,3,2020,95,0,0,0
1367,1,3,2020,0,0,0,0
10,2,4,2020,0,0,0,0
12,2,4,2020,510,0,0,0
14,2,4,2020,0,0,0,0
16,2,4,2020,0,0,0,0
21,2,4,2020,0,0,0,0
23,2,4,2020,0,0,0,0
25,2,4,2020,1698,0,0,0
28,2,4,2020,0,0,0,0
30,2,4,2020,558,0,0,0
32,2,4,2020,0,0,0,0
35,2,4,2020,0,0,0,0
38,2,4,2020,0,0,0,0
44,2,4,2020,0,0,0,0
45,2,4,2020,0,0,0,0
46,2,4,2020,0,0,0,0
48,2,4,2020,0,0,0,0
54,2,4,2020,0,0,0,0
56,2,4,2020,0,0,0,0
58,2,4,2020,0,0,0,0
64,2,4,2020,0,0,0,0
83,2,4,2020,0,0,0,0
86,2,4,2020,76,0,0,0
87,2,4,2020,0,0,0,0
89,2,4,2020,217,0,0,0
118,2,4,2020,0,0,0,0
130,2,4,2020,0,0,0,0
145,2,4,2020,0,0,0,0
152,2,4,2020,172,0,0,0
160,2,4,2020,237,0,0,0
162,2,4,2020,477,0,0,0
163,2,4,2020,268,0,0,0
183,2,4,2020,310,0,0,0
186,2,4,2020,0,0,0,0
192,2,4,2020,2161,0,0,0
199,2,4,2020,0,0,0,0
207,2,4,2020,0,0,0,0
266,2,4,2020,29,0,0,0
291,2,4,2020,1219,0,0,0
292,2,4,2020,0,0,0,0
299,2,4,2020,116,0,0,0
300,2,4,2020,57,0,0,0
301,2,4,2020,0,0,0,0
303,2,4,2020,0,0,0,0
306,2,4,2020,220,0,0,0
317,2,4,2020,164,0,0,0
323,2,4,2020,0,0,0,0
328,2,4,2020,0,0,0,0
329,2,4,2020,0,0,0,0
335,2,4,2020,1641,0,0,0
347,2,4,2020,171,0,0,0
350,2,4,2020,244,0,0,0
351,2,4,2020,0,0,0,0
361,2,4,2020,262,0,0,0
369,2,4,2020,79,0,0,0
371,2,4,2020,0,0,0,0
381,2,4,2020,1023,0,0,0
383,2,4,2020,0,0,0,0
384,2,4,2020,0,0,0,0
385,2,4,2020,0,0,0,0
388,2,4,2020,0,0,0,0
389,2,4,2020,0,0,0,0
392,2,4,2020,206,0,0,0
393,2,4,2020,0,0,0,0
402,2,4,2020,0,0,0,0
403,2,4,2020,0,0,0,0
404,2,4,2020,0,0,0,0
420,2,4,2020,0,0,0,0
425,2,4,2020,0,0,0,0
429,2,4,2020,156,0,0,0
434,2,4,2020,416,0,0,0
451,2,4,2020,213,0,0,0
452,2,4,2020,0,0,0,0
453,2,4,2020,0,0,0,0
475,2,4,2020,0,0,0,0
478,2,4,2020,0,0,0,0
485,2,4,2020,439,0,0,0
486,2,4,2020,0,0,0,0
492,2,4,2020,126,0,0,0
498,2,4,2020,0,0,0,0
505,2,4,2020,0,0,0,0
524,2,4,2020,222,0,0,0
533,2,4,2020,312,0,0,0
549,2,4,2020,0,0,0,0
555,2,4,2020,485,0,0,0
563,2,4,2020,0,0,0,0
567,2,4,2020,0,0,0,0
578,2,4,2020,0,0,0,0
579,2,4,2020,0,0,0,0
581,2,4,2020,0,0,0,0
584,2,4,2020,1248,0,0,0
592,2,4,2020,0,0,0,0
594,2,4,2020,0,0,0,0
597,2,4,2020,985,0,0,0
598,2,4,2020,0,0,0,0
608,2,4,2020,277,0,0,0
614,2,4,2020,0,0,0,0
621,2,4,2020,0,0,0,0
622,2,4,2020,0,0,0,0
624,2,4,2020,0,0,0,0
631,2,4,2020,0,0,0,0
634,2,4,2020,0,0,0,0
645,2,4,2020,0,0,0,0
646,2,4,2020,0,0,0,0
647,2,4,2020,0,0,0,0
648,2,4,2020,0,0,0,0
653,2,4,2020,61,0,0,0
658,2,4,2020,0,0,0,0
666,2,4,2020,0,0,0,0
672,2,4,2020,2554,0,0,0
673,2,4,2020,0,0,0,0
675,2,4,2020,0,0,0,0
678,2,4,2020,5987,0,0,0
679,2,4,2020,1110,0,0,0
690,2,4,2020,36,0,0,0
693,2,4,2020,0,0,0,0
697,2,4,2020,0,0,0,0
698,2,4,2020,96,0,0,0
711,2,4,2020,0,0,0,0
712,2,4,2020,0,0,0,0
717,2,4,2020,162,0,0,0
720,2,4,2020,401,0,0,0
722,2,4,2020,0,0,0,0
724,2,4,2020,0,0,0,0
727,2,4,2020,0,0,0,0
729,2,4,2020,0,0,0,0
730,2,4,2020,0,0,0,0
735,2,4,2020,0,0,0,0
741,2,4,2020,0,0,0,0
742,2,4,2020,239,0,0,0
743,2,4,2020,0,0,0,0
744,2,4,2020,21,0,0,0
745,2,4,2020,0,0,0,0
748,2,4,2020,0,0,0,0
751,2,4,2020,0,0,0,0
753,2,4,2020,0,0,0,0
757,2,4,2020,0,0,0,0
761,2,4,2020,0,0,0,0
762,2,4,2020,0,0,0,0
763,2,4,2020,738,0,0,0
764,2,4,2020,0,0,0,0
766,2,4,2020,0,0,0,0
767,2,4,2020,158,0,0,0
772,2,4,2020,858,0,0,0
775,2,4,2020,0,0,0,0
776,2,4,2020,0,0,0,0
781,2,4,2020,144,0,0,0
784,2,4,2020,0,0,0,0
795,2,4,2020,245,0,0,0
798,2,4,2020,0,0,0,0
802,2,4,2020,188,0,0,0
803,2,4,2020,0,0,0,0
806,2,4,2020,0,0,0,0
811,2,4,2020,0,0,0,0
815,2,4,2020,0,0,0,0
816,2,4,2020,0,0,0,0
821,2,4,2020,0,0,0,0
822,2,4,2020,0,0,0,0
826,2,4,2020,168,0,0,0
837,2,4,2020,0,0,0,0
848,2,4,2020,0,0,0,0
850,2,4,2020,0,0,0,0
855,2,4,2020,105,0,0,0
865,2,4,2020,0,0,0,0
867,2,4,2020,191,0,0,0
875,2,4,2020,690,0,0,0
879,2,4,2020,566,0,0,0
883,2,4,2020,0,0,0,0
884,2,4,2020,0,0,0,0
888,2,4,2020,0,0,0,0
892,2,4,2020,39,0,0,0
894,2,4,2020,0,0,0,0
903,2,4,2020,365,0,0,0
904,2,4,2020,0,0,0,0
907,2,4,2020,0,0,0,0
908,2,4,2020,0,0,0,0
911,2,4,2020,195,0,0,0
914,2,4,2020,0,0,0,0
918,2,4,2020,0,0,0,0
919,2,4,2020,0,0,0,0
923,2,4,2020,0,0,0,0
924,2,4,2020,0,0,0,0
925,2,4,2020,41,0,0,0
927,2,4,2020,129,0,0,0
929,2,4,2020,0,0,0,0
933,2,4,2020,0,0,0,0
939,2,4,2020,199,0,0,0
952,2,4,2020,842,0,0,0
954,2,4,2020,0,0,0,0
958,2,4,2020,0,0,0,0
961,2,4,2020,0,0,0,0
962,2,4,2020,0,0,0,0
969,2,4,2020,0,0,0,0
971,2,4,2020,0,0,0,0
975,2,4,2020,1425,0,0,0
977,2,4,2020,0,0,0,0
983,2,4,2020,0,0,0,0
987,2,4,2020,0,0,0,0
989,2,4,2020,0,0,0,0
996,2,4,2020,221,0,0,0
999,2,4,2020,311,0,0,0
1000,2,4,2020,0,0,0,0
1005,2,4,2020,0,0,0,0
1006,2,4,2020,0,0,0,0
1008,2,4,2020,0,0,0,0
1015,2,4,2020,138,0,0,0
1018,2,4,2020,0,0,0,0
1019,2,4,2020,0,0,0,0
1022,2,4,2020,236,0,0,0
1026,2,4,2020,0,0,0,0
1028,2,4,2020,0,0,0,0
1031,2,4,2020,0,0,0,0
1032,2,4,2020,252,0,0,0
1044,2,4,2020,232,0,0,0
1046,2,4,2020,132,0,0,0
1056,2,4,2020,0,0,0,0
1057,2,4,2020,0,0,0,0
1060,2,4,2020,0,0,0,0
1064,2,4,2020,0,0,0,0
1065,2,4,2020,0,0,0,0
1068,2,4,2020,73,0,0,0
1070,2,4,2020,0,0,0,0
1072,2,4,2020,71,0,0,0
1074,2,4,2020,280,0,0,0
1085,2,4,2020,0,0,0,0
1090,2,4,2020,425,0,0,0
1091,2,4,2020,389,0,0,0
1093,2,4,2020,142,0,0,0
1094,2,4,2020,367,0,0,0
1096,2,4,2020,278,0,0,0
1097,2,4,2020,0,0,0,0
1104,2,4,2020,570,0,0,0
1112,2,4,2020,0,0,0,0
1113,2,4,2020,301,0,0,0
1114,2,4,2020,0,0,0,0
1115,2,4,2020,0,0,0,0
1118,2,4,2020,0,0,0,0
1122,2,4,2020,114,0,0,0
1132,2,4,2020,199,0,0,0
1136,2,4,2020,97,0,0,0
1137,2,4,2020,0,0,0,0
1138,2,4,2020,169,0,0,0
1140,2,4,2020,0,0,0,0
1141,2,4,2020,0,0,0,0
1154,2,4,2020,0,0,0,0
1155,2,4,2020,135,0,0,0
1157,2,4,2020,29,0,0,0
1158,2,4,2020,0,0,0,0
1159,2,4,2020,0,0,0,0
1170,2,4,2020,156,0,0,0
1175,2,4,2020,0,0,0,0
1177,2,4,2020,82,0,0,0
1180,2,4,2020,0,0,0,0
1183,2,4,2020,0,0,0,0
1186,2,4,2020,136,0,0,0
1188,2,4,2020,0,0,0,0
1194,2,4,2020,0,0,0,0
1196,2,4,2020,0,0,0,0
1199,2,4,2020,99,0,0,0
1200,2,4,2020,0,0,0,0
1207,2,4,2020,0,0,0,0
1208,2,4,2020,25,0,0,0
1209,2,4,2020,0,0,0,0
1210,2,4,2020,542,0,0,0
1212,2,4,2020,150,0,0,0
1214,2,4,2020,0,0,0,0
1216,2,4,2020,2668,0,0,0
1217,2,4,2020,0,0,0,0
1218,2,4,2020,682,0,0,0
1222,2,4,2020,0,0,0,0
1223,2,4,2020,181,0,0,0
1228,2,4,2020,77,0,0,0
1233,2,4,2020,66,0,0,0
1234,2,4,2020,0,0,0,0
1235,2,4,2020,0,0,0,0
1238,2,4,2020,0,0,0,0
1241,2,4,2020,0,0,0,0
1242,2,4,2020,0,0,0,0
1243,2,4,2020,0,0,0,0
1244,2,4,2020,0,0,0,0
1247,2,4,2020,0,0,0,0
1250,2,4,2020,0,0,0,0
1251,2,4,2020,0,0,0,0
1252,2,4,2020,0,0,0,0
1253,2,4,2020,0,0,0,0
1255,2,4,2020,41,0,0,0
1256,2,4,2020,0,0,0,0
1259,2,4,2020,0,0,0,0
1261,2,4,2020,0,0,0,0
1264,2,4,2020,1327,0,0,0
1265,2,4,2020,0,0,0,0
1268,2,4,2020,0,0,0,0
1269,2,4,2020,0,0,0,0
1270,2,4,2020,0,0,0,0
1273,2,4,2020,0,0,0,0
1274,2,4,2020,0,0,0,0
1275,2,4,2020,549,0,0,0
1278,2,4,2020,0,0,0,0
1281,2,4,2020,11,0,0,0
1282,2,4,2020,0,0,0,0
1283,2,4,2020,0,0,0,0
1284,2,4,2020,0,0,0,0
1286,2,4,2020,0,0,0,0
1290,2,4,2020,28,0,0,0
1294,2,4,2020,0,0,0,0
1296,2,4,2020,174,0,0,0
1300,2,4,2020,0,0,0,0
1301,2,4,2020,0,0,0,0
1303,2,4,2020,0,0,0,0
1305,2,4,2020,19,0,0,0
1306,2,4,2020,0,0,0,0
1308,2,4,2020,283,0,0,0
1310,2,4,2020,203,0,0,0
1312,2,4,2020,180,0,0,0
1315,2,4,2020,0,0,0,0
1317,2,4,2020,0,0,0,0
1318,2,4,2020,120,0,0,0
1319,2,4,2020,0,0,0,0
1320,2,4,2020,0,0,0,0
1323,2,4,2020,0,0,0,0
1324,2,4,2020,0,0,0,0
1326,2,4,2020,28,0,0,0
1327,2,4,2020,101,0,0,0
1330,2,4,2020,0,0,0,0
1331,2,4,2020,0,0,0,0
1332,2,4,2020,0,0,0,0
1333,2,4,2020,118,0,0,0
1335,2,4,2020,315,0,0,0
1336,2,4,2020,66,0,0,0
1337,2,4,2020,213,0,0,0
1339,2,4,2020,41,0,0,0
1342,2,4,2020,0,0,0,0
1343,2,4,2020,0,0,0,0
1344,2,4,2020,0,0,0,0
1345,2,4,2020,29,0,0,0
1347,2,4,2020,98,0,0,0
1348,2,4,2020,0,0,0,0
1349,2,4,2020,0,0,0,0
1350,2,4,2020,183,0,0,0
1351,2,4,2020,0,0,0,0
1352,2,4,2020,0,0,0,0
1353,2,4,2020,0,0,0,0
1354,2,4,2020,0,0,0,0
1355,2,4,2020,78,0,0,0
1356,2,4,2020,0,0,0,0
1358,2,4,2020,3912,0,0,0
1360,2,4,2020,73,0,0,0
1361,2,4,2020,175,0,0,0
1363,2,4,2020,0,0,0,0
1364,2,4,2020,26,0,0,0
1365,2,4,2020,0,0,0,0
1366,2,4,2020,0,0,0,0
1367,2,4,2020,0,0,0,0
10,2,5,2020,0,0,0,0
12,2,5,2020,0,0,0,0
14,2,5,2020,0,0,0,0
16,2,5,2020,0,0,0,0
21,2,5,2020,0,0,0,0
25,2,5,2020,1756,0,0,0
28,2,5,2020,0,0,0,0
30,2,5,2020,0,0,0,0
32,2,5,2020,209,0,0,0
35,2,5,2020,404,0,0,0
38,2,5,2020,80,0,0,0
44,2,5,2020,0,0,0,0
45,2,5,2020,0,0,0,0
46,2,5,2020,0,0,0,0
48,2,5,2020,0,0,0,0
54,2,5,2020,0,0,0,0
56,2,5,2020,0,0,0,0
58,2,5,2020,0,0,0,0
64,2,5,2020,0,0,0,0
83,2,5,2020,0,0,0,0
86,2,5,2020,117,0,0,0
87,2,5,2020,0,0,0,0
89,2,5,2020,160,0,0,0
93,2,5,2020,0,0,0,0
101,2,5,2020,0,0,0,0
118,2,5,2020,0,0,0,0
130,2,5,2020,0,0,0,0
145,2,5,2020,0,0,0,0
152,2,5,2020,140,0,0,0
160,2,5,2020,0,0,0,0
162,2,5,2020,334,0,0,0
163,2,5,2020,315,0,0,0
183,2,5,2020,0,0,0,0
186,2,5,2020,44,0,0,0
192,2,5,2020,2418,0,0,0
199,2,5,2020,0,0,0,0
207,2,5,2020,0,0,0,0
266,2,5,2020,92,0,0,0
289,2,5,2020,0,0,0,0
292,2,5,2020,0,0,0,0
299,2,5,2020,112,0,0,0
300,2,5,2020,38,0,0,0
301,2,5,2020,0,0,0,0
303,2,5,2020,0,0,0,0
306,2,5,2020,0,0,0,0
317,2,5,2020,0,0,0,0
323,2,5,2020,0,0,0,0
328,2,5,2020,742,0,0,0
329,2,5,2020,0,0,0,0
335,2,5,2020,1707,0,0,0
347,2,5,2020,0,0,0,0
350,2,5,2020,293,0,0,0
351,2,5,2020,0,0,0,0
